antecedents,consequents,support,lift,confidence
frozenset({'Bento'}),frozenset({'Onigiri'}),0.006145964553645692,1.614890898291822,0.1671429942914534
frozenset({'Onigiri'}),frozenset({'Bento'}),0.006145964553645692,1.614890898291822,0.05938066540557417
frozenset({'Sugar Tea'}),frozenset({'Bento'}),0.006166059166687259,1.0719253329749752,0.039415442618739305
frozenset({'Bento'}),frozenset({'Sugar Tea'}),0.006166059166687259,1.071925332974975,0.1676894786981855
frozenset({'Cup Of Ice'}),frozenset({'Energy Drinks Sub'}),0.02121339420009727,3.123441201420351,0.25274437294354013
frozenset({'Energy Drinks Sub'}),frozenset({'Cup Of Ice'}),0.02121339420009727,3.1234412014203516,0.26215732795505875
frozenset({'No/Less Sugar CSD'}),frozenset({'Cup Of Ice'}),0.006728436783026244,1.94089775147498,0.1629038408436444
frozenset({'Cup Of Ice'}),frozenset({'No/Less Sugar CSD'}),0.006728436783026244,1.9408977514749797,0.0801651315001925
frozenset({'Purified water'}),frozenset({'Cup Of Ice'}),0.006409638462610035,0.7535394508242278,0.06324623266382286
frozenset({'Cup Of Ice'}),frozenset({'Purified water'}),0.006409638462610035,0.7535394508242278,0.07636684816896214
frozenset({'Sugar CSD'}),frozenset({'Cup Of Ice'}),0.013060683830543757,2.1565126134748374,0.18100087307321774
frozenset({'Cup Of Ice'}),frozenset({'Sugar CSD'}),0.013060683830543757,2.1565126134748374,0.15560990918414555
frozenset({'Sugar Tea'}),frozenset({'Cup Of Ice'}),0.02135650043081221,1.6265227493679344,0.1365176516332404
frozenset({'Cup Of Ice'}),frozenset({'Sugar Tea'}),0.02135650043081221,1.6265227493679342,0.2544493945070481
frozenset({'Dessert Sub'}),frozenset({'Onigiri'}),0.007016278537405443,1.1955988489243483,0.12374580338028439
frozenset({'Onigiri'}),frozenset({'Dessert Sub'}),0.007016278537405443,1.1955988489243483,0.06778940629829122
frozenset({'Sugar Tea'}),frozenset({'Dessert Sub'}),0.007569966591348075,0.8534465770157841,0.0483896725187209
frozenset({'Dessert Sub'}),frozenset({'Sugar Tea'}),0.007569966591348075,0.8534465770157841,0.13351117581980756
frozenset({'Onigiri'}),frozenset({'Drink'}),0.006003129871755637,1.085501301732306,0.058000634918969125
frozenset({'Drink'}),frozenset({'Onigiri'}),0.006003129871755637,1.085501301732306,0.11235058546105059
frozenset({'Purified water'}),frozenset({'Energy Drinks Sub'}),0.007236233085563134,0.8824000307209197,0.07140254228205183
frozenset({'Energy Drinks Sub'}),frozenset({'Purified water'}),0.007236233085563134,0.8824000307209197,0.08942611975609838
frozenset({'Sugar CSD'}),frozenset({'Energy Drinks Sub'}),0.008322156836282398,1.42528754159128,0.1153322194123314
frozenset({'Energy Drinks Sub'}),frozenset({'Sugar CSD'}),0.008322156836282398,1.42528754159128,0.10284607821094066
frozenset({'Sugar Tea'}),frozenset({'Energy Drinks Sub'}),0.010462776222859035,0.8265278587968546,0.06688144643061722
frozenset({'Energy Drinks Sub'}),frozenset({'Sugar Tea'}),0.010462776222859035,0.8265278587968548,0.12930007483497713
frozenset({'Onigiri'}),frozenset({'Flavored Milk Sub'}),0.008943460547621653,1.2682304252258745,0.08640932333904411
frozenset({'Flavored Milk Sub'}),frozenset({'Onigiri'}),0.008943460547621653,1.2682304252258743,0.131263251869211
frozenset({'Packaged bakery'}),frozenset({'Flavored Milk Sub'}),0.006953007661206997,1.51607559335457,0.10329594965305794
frozenset({'Flavored Milk Sub'}),frozenset({'Packaged bakery'}),0.006953007661206997,1.51607559335457,0.10204935673633364
frozenset({'Purified water'}),frozenset({'Flavored Milk Sub'}),0.005465463198481282,0.7915268756694275,0.05392971211763949
frozenset({'Flavored Milk Sub'}),frozenset({'Purified water'}),0.005465463198481282,0.7915268756694275,0.08021665311588311
frozenset({'Sugar Tea'}),frozenset({'Flavored Milk Sub'}),0.0076011947062099685,0.7131454915507609,0.0485892927195909
frozenset({'Flavored Milk Sub'}),frozenset({'Sugar Tea'}),0.0076011947062099685,0.7131454915507609,0.11156280389624881
frozenset({'Korean cuisine Sub'}),frozenset({'Fried Food Sub'}),0.005317740637743277,2.8344564322702563,0.14965762846574754
frozenset({'Fried Food Sub'}),frozenset({'Korean cuisine Sub'}),0.005317740637743277,2.8344564322702563,0.10071590944157005
frozenset({'Onigiri'}),frozenset({'Fried Food Sub'}),0.005633280372260853,1.0308306014716264,0.05442724799357735
frozenset({'Fried Food Sub'}),frozenset({'Onigiri'}),0.005633280372260853,1.0308306014716264,0.1066921075098489
frozenset({'Fried Food Sub'}),frozenset({'Other Cuisine Sub'}),0.010236847600553852,3.506579861718715,0.19388185437003055
frozenset({'Other Cuisine Sub'}),frozenset({'Fried Food Sub'}),0.010236847600553852,3.5065798617187154,0.18514534926551843
frozenset({'Sugar Tea'}),frozenset({'Fried Food Sub'}),0.006094641825742231,0.7378665707364658,0.038958919898488785
frozenset({'Fried Food Sub'}),frozenset({'Sugar Tea'}),0.006094641825742231,0.7378665707364657,0.11543011139797775
frozenset({'Gimbap'}),frozenset({'Onigiri'}),0.005886635425879526,2.4622867661398224,0.25484940396416733
frozenset({'Onigiri'}),frozenset({'Gimbap'}),0.005886635425879526,2.4622867661398224,0.05687509674643383
frozenset({'Instant Noodles Cup'}),frozenset({'Instant Noodles Bowl'}),0.008658877379141085,2.723178761784899,0.13200829631592237
frozenset({'Instant Noodles Bowl'}),frozenset({'Instant Noodles Cup'}),0.008658877379141085,2.7231787617848995,0.17862264446884313
frozenset({'Instant Noodles Pack'}),frozenset({'Instant Noodles Bowl'}),0.005333490469586667,1.9720196452122902,0.09559524968363671
frozenset({'Instant Noodles Bowl'}),frozenset({'Instant Noodles Pack'}),0.005333490469586667,1.97201964521229,0.110023751372426
frozenset({'Instant Sausage'}),frozenset({'Instant Noodles Bowl'}),0.010073375207972456,5.500313784018075,0.2666321660629061
frozenset({'Instant Noodles Bowl'}),frozenset({'Instant Sausage'}),0.010073375207972456,5.500313784018075,0.20780210177239014
frozenset({'Sugar Tea'}),frozenset({'Instant Noodles Bowl'}),0.007802412385450523,1.0288748371671732,0.04987554114432714
frozenset({'Instant Noodles Bowl'}),frozenset({'Sugar Tea'}),0.007802412385450523,1.0288748371671732,0.160954760357615
frozenset({'Instant Noodles Cup'}),frozenset({'Instant Noodles Pack'}),0.005194457471245016,1.4193994087995203,0.0791917301792981
frozenset({'Instant Noodles Pack'}),frozenset({'Instant Noodles Cup'}),0.005194457471245016,1.4193994087995203,0.09310328044388201
frozenset({'Instant Noodles Cup'}),frozenset({'Instant Sausage'}),0.011072946432377962,4.46827985419815,0.16881181355644517
frozenset({'Instant Sausage'}),frozenset({'Instant Noodles Cup'}),0.011072946432377962,4.46827985419815,0.29308981657179
frozenset({'Instant Noodles Cup'}),frozenset({'Onigiri'}),0.0058722433381605665,0.8649653081495849,0.08952486617843702
frozenset({'Onigiri'}),frozenset({'Instant Noodles Cup'}),0.0058722433381605665,0.8649653081495849,0.0567360442449318
frozenset({'Purified water'}),frozenset({'Instant Noodles Cup'}),0.006026754619520722,0.9066178672630104,0.05946817860281666
frozenset({'Instant Noodles Cup'}),frozenset({'Purified water'}),0.006026754619520722,0.9066178672630104,0.09188045687695867
frozenset({'Sugar Tea'}),frozenset({'Instant Noodles Cup'}),0.010095099113963339,0.9838048155060949,0.06453113554385222
frozenset({'Instant Noodles Cup'}),frozenset({'Sugar Tea'}),0.010095099113963339,0.9838048155060948,0.1539041121410208
frozenset({'Instant Sausage'}),frozenset({'Instant Noodles Pack'}),0.008686575359279462,4.121078719178435,0.2299249611868208
frozenset({'Instant Noodles Pack'}),frozenset({'Instant Sausage'}),0.008686575359279462,4.121078719178435,0.1556945390830332
frozenset({'Sugar Tea'}),frozenset({'Instant Noodles Pack'}),0.006858237121321769,0.7857710158488022,0.04384006776671862
frozenset({'Instant Noodles Pack'}),frozenset({'Sugar Tea'}),0.006858237121321769,0.7857710158488022,0.12292417015477464
frozenset({'Sugar Tea'}),frozenset({'Instant Sausage'}),0.005403278517582379,0.9142260766877973,0.03453950223401042
frozenset({'Instant Sausage'}),frozenset({'Sugar Tea'}),0.005403278517582379,0.9142260766877972,0.14301937783911217
frozenset({'Korean cuisine Sub'}),frozenset({'Onigiri'}),0.005299546866475912,1.4410048853642625,0.14914559960871823
frozenset({'Onigiri'}),frozenset({'Korean cuisine Sub'}),0.005299546866475912,1.4410048853642623,0.05120280413799255
frozenset({'Sugar Tea'}),frozenset({'Korean cuisine Sub'}),0.005269133398088676,0.947915492100047,0.03368200328418626
frozenset({'Korean cuisine Sub'}),frozenset({'Sugar Tea'}),0.005269133398088676,0.9479154921000469,0.14828967077308713
frozenset({'No/Less Sugar CSD'}),frozenset({'Sugar CSD'}),0.0059382297026078735,1.992456708682794,0.1437719425122615
frozenset({'Sugar CSD'}),frozenset({'No/Less Sugar CSD'}),0.0059382297026078735,1.992456708682794,0.08229467726396918
frozenset({'Purified water'}),frozenset({'Onigiri'}),0.0072332460484893875,0.6895874909311819,0.07137306810143405
frozenset({'Onigiri'}),frozenset({'Purified water'}),0.0072332460484893875,0.6895874909311819,0.06988568834923692
frozenset({'Onigiri'}),frozenset({'Sandwich'}),0.008197787474484594,2.0303782072378387,0.07920482958197671
frozenset({'Sandwich'}),frozenset({'Onigiri'}),0.008197787474484594,2.0303782072378387,0.21014639036037228
frozenset({'Sugar Tea'}),frozenset({'Onigiri'}),0.01484448806122014,0.9168091808904243,0.09489076435442827
frozenset({'Onigiri'}),frozenset({'Sugar Tea'}),0.01484448806122014,0.9168091808904242,0.14342347258697996
frozenset({'Sugar Tea'}),frozenset({'Other Cuisine Sub'}),0.0067759578273813,0.7833863211512259,0.04331411193312202
frozenset({'Other Cuisine Sub'}),frozenset({'Sugar Tea'}),0.0067759578273813,0.7833863211512259,0.12255111412336146
frozenset({'Other Ice Cream'}),frozenset({'Stick'}),0.00690684436097637,9.305549920051927,0.31129523786211705
frozenset({'Stick'}),frozenset({'Other Ice Cream'}),0.00690684436097637,9.305549920051929,0.20646632898240144
frozenset({'Purified water'}),frozenset({'Packaged bakery'}),0.0067835611944781085,0.9944191051600713,0.0669358641829757
frozenset({'Packaged bakery'}),frozenset({'Purified water'}),0.0067835611944781085,0.9944191051600714,0.10077860254962077
frozenset({'Sugar Tea'}),frozenset({'Packaged bakery'}),0.00817742131261814,0.7765790651575701,0.05227271938260075
frozenset({'Packaged bakery'}),frozenset({'Sugar Tea'}),0.00817742131261814,0.7765790651575701,0.12148620300145231
frozenset({'Potato Snacks'}),frozenset({'Purified water'}),0.006322471289821617,0.9366283626090387,0.09492184633448301
frozenset({'Purified water'}),frozenset({'Potato Snacks'}),0.006322471289821617,0.9366283626090387,0.062386122483976764
frozenset({'Potato Snacks'}),frozenset({'Salty Snacks'}),0.012692735172823176,2.846179062627527,0.1905612224097584
frozenset({'Salty Snacks'}),frozenset({'Potato Snacks'}),0.012692735172823176,2.846179062627527,0.1895758047704219
frozenset({'Potato Snacks'}),frozenset({'Sugar CSD'}),0.007227271974341895,1.5037251482628162,0.1085059889272115
frozenset({'Sugar CSD'}),frozenset({'Potato Snacks'}),0.007227271974341895,1.5037251482628162,0.10015880900770714
frozenset({'Potato Snacks'}),frozenset({'Sugar Tea'}),0.010638739861385187,1.0210058278982297,0.15972375104979492
frozenset({'Sugar Tea'}),frozenset({'Potato Snacks'}),0.010638739861385187,1.0210058278982295,0.0680062628668238
frozenset({'Purified water'}),frozenset({'Salty Snacks'}),0.006003401420580523,0.8847614684776407,0.05923774409980494
frozenset({'Salty Snacks'}),frozenset({'Purified water'}),0.006003401420580523,0.8847614684776407,0.08966543776185204
frozenset({'Sports Drinks Sub'}),frozenset({'Purified water'}),0.0054937042762694295,1.3984058557457328,0.14172031410898545
frozenset({'Purified water'}),frozenset({'Sports Drinks Sub'}),0.0054937042762694295,1.3984058557457328,0.05420837709802576
frozenset({'Sugar CSD'}),frozenset({'Purified water'}),0.0057799167376993135,0.7903827683286598,0.08010070447976879
frozenset({'Purified water'}),frozenset({'Sugar CSD'}),0.0057799167376993135,0.7903827683286598,0.057032539495402025
frozenset({'Purified water'}),frozenset({'Sugar Tea'}),0.012181680284387653,0.7683640637771292,0.12020106750123255
frozenset({'Sugar Tea'}),frozenset({'Purified water'}),0.012181680284387653,0.7683640637771292,0.07786923661763531
frozenset({'Purified water'}),frozenset({'Tissue'}),0.005880932900556919,1.5995680403551031,0.058029302694475995
frozenset({'Tissue'}),frozenset({'Purified water'}),0.005880932900556919,1.5995680403551034,0.16210693353892677
frozenset({'Sugar CSD'}),frozenset({'Salty Snacks'}),0.005366347877397878,1.1107626440371068,0.07436927986512525
frozenset({'Salty Snacks'}),frozenset({'Sugar CSD'}),0.005366347877397878,1.1107626440371066,0.08015055097927085
frozenset({'Sugar Tea'}),frozenset({'Salty Snacks'}),0.0111655445816641,1.0660223732456535,0.07137376886410898
frozenset({'Salty Snacks'}),frozenset({'Sugar Tea'}),0.0111655445816641,1.0660223732456535,0.1667660335576186
frozenset({'Sugar Tea'}),frozenset({'Sandwich'}),0.005125212520899076,0.8398386901754124,0.03276201453235062
frozenset({'Sandwich'}),frozenset({'Sugar Tea'}),0.005125212520899076,0.8398386901754124,0.13138238999839896
frozenset({'Sugar CSD'}),frozenset({'Sugar Tea'}),0.009102588159004872,0.8063774369571559,0.12614779022158
frozenset({'Sugar Tea'}),frozenset({'Sugar CSD'}),0.009102588159004872,0.8063774369571559,0.05818668481185362
frozenset({'Sugar Tea'}),frozenset({'WIC/RIC Juice'}),0.009855321501588968,1.666019757548015,0.06299839956673738
frozenset({'WIC/RIC Juice'}),frozenset({'Sugar Tea'}),0.009855321501588968,1.666019757548015,0.26062821359836846
